ID,SEX,EDUCATION,MARRIAGE,AGE,LIMIT_BAL,bill_ap,bill_m,bill_ju,bill_jy,bill_ag,bill_s,pmt_ap,pmt_m,pmt_ju,pmt_jy,pmt_ag,pmt_s,pay_ap,pay_m,pay_ju,pay_jy,pay_ag,pay_s,DEFAULT
27351,male,graduate school,2,32,200000,0,0,0,0,2182,1125,0,0,0,0,0,2182,-2,-2,-2,-1,-1,-1,default
27352,male,university,1,39,210000,1443,1443,1443,1443,1443,1443,1443,1443,1443,1443,1443,1443,-1,-1,-1,-1,-1,-1,not default
27353,male,university,2,30,70000,15000,18070,14470,13411,11609,0,4220,300,5000,1400,2000,11609,0,0,0,0,-1,1,not default
27354,male,university,2,38,280000,166757,168739,166749,170775,168581,163675,5608,5741,5858,5,6000,9000,0,0,2,2,2,2,default
27355,male,high school,2,31,120000,-2390,-2390,-2390,-2390,-2090,-94,0,0,0,0,0,3,-2,-2,-2,-2,-2,1,default
27356,male,graduate school,2,45,260000,4641,897,1905,-900,-900,6062,3661,4654,2,2805,0,0,-1,0,-1,-2,-1,-1,not default
27357,male,graduate school,2,31,340000,315006,321941,336498,335659,339883,342299,12000,12000,12000,13000,13000,14000,0,0,0,0,0,0,not default
27358,male,graduate school,2,29,260000,45030,47500,46703,52083,52079,56050,5000,4000,5000,5000,6000,6000,0,0,0,0,0,0,not default
27359,male,graduate school,2,29,140000,37064,36143,35668,35065,34677,34052,2000,2000,1399,1564,1601,1553,0,0,0,0,0,0,not default
27360,male,university,1,36,140000,27390,20135,18415,13380,6771,119279,42000,22000,5000,8000,10000,10000,0,0,0,0,-1,1,not default
27361,male,university,1,38,200000,202780,191335,189136,193731,189921,185471,0,14500,6800,0,8300,9000,0,0,2,2,2,1,not default
27362,male,university,2,43,50000,18617,19551,20247,20846,20491,29308,707,676,827,1298,1340,2000,0,0,0,0,0,0,default
27363,male,university,2,27,130000,0,0,0,0,12390,21920,0,0,0,0,0,1400,-2,-2,-2,0,0,0,not default
27364,male,graduate school,2,27,130000,0,0,0,0,47836,71668,0,0,0,0,0,2000,-2,-2,-2,0,0,0,not default
27365,male,university,2,28,50000,29285,29607,28999,30627,27592,26538,1040,1100,1051,0,3500,1500,0,0,2,0,0,0,not default
27366,male,high school,1,28,20000,11680,19978,19756,20464,19519,19794,8554,626,773,0,2900,1304,0,0,2,0,0,0,not default
27367,male,graduate school,2,28,390000,8205,21907,29661,28868,19521,18891,2000,5000,15000,2000,10000,6000,0,0,0,0,0,0,not default
27368,male,university,2,28,50000,44853,43700,48576,48162,47213,45769,3388,2000,200,1523,2000,2500,0,2,2,2,2,2,not default
27369,male,university,2,29,30000,26282,25896,25517,24532,23498,24180,958,952,1100,1700,1715,0,0,0,0,0,2,1,not default
27370,male,university,1,33,240000,99410,99867,102825,127494,7549,15220,2806,2833,2784,3358,125335,7575,0,0,0,0,-1,-2,not default
27371,male,graduate school,2,31,180000,3317,9934,4195,13346,3166,6383,5912,3500,10000,4195,13500,3200,-1,-1,-1,-1,-1,-1,not default
27372,male,graduate school,2,31,420000,46623,11562,11831,18030,72910,7712,21802,46856,11620,11943,18442,35527,-2,-2,-2,-2,-2,-2,not default
27373,male,graduate school,2,33,120000,58032,56445,54858,53748,52592,52053,2500,2500,2500,2000,2000,2000,0,0,0,0,0,2,default
27374,male,graduate school,2,34,450000,7519,0,1745,1183,1830,12712,0,7519,0,1745,1188,1830,-1,-1,-1,-1,-1,-1,not default
27375,male,graduate school,2,34,20000,0,0,0,0,2700,19569,0,0,0,0,0,1000,-2,-2,-2,0,0,0,default
27376,male,university,1,35,360000,2500,1943,-9,-9,-9,-9,0,2500,1952,0,0,0,-2,-2,-2,-2,-2,-2,default
27377,male,university,2,40,350000,223,223,0,30900,29334,28194,223,223,223,0,2000,1500,-1,-1,0,0,0,0,not default
27378,male,high school,2,44,180000,133961,134122,131725,119687,175287,172064,6000,6000,6000,21000,5018,8000,0,0,0,0,0,0,not default
27379,male,university,1,41,410000,1362,1356,419454,410877,400864,392906,0,6,1362,18545,17986,16000,0,-1,0,0,0,0,not default
27380,male,high school,1,36,50000,19469,18919,50401,49319,46230,44917,611,929,750,2232,4150,2061,0,0,0,0,0,0,not default
27381,male,high school,1,36,430000,29340,27796,52021,48916,39897,35488,2000,2000,1500,4000,10000,5000,0,0,0,0,0,0,not default
27382,male,high school,3,48,200000,0,38079,11711,3529,4760,7331,0,0,35000,11726,3529,4780,0,0,-1,-1,-1,-1,not default
27383,male,graduate school,2,35,180000,20650,19360,43571,43604,46545,52160,0,3000,3004,3002,3005,3022,0,0,0,0,0,0,not default
27384,male,graduate school,1,35,200000,136192,149388,43432,20289,28425,29675,69238,10418,157142,31162,2000,9000,0,-1,0,0,0,0,not default
27385,male,university,1,35,160000,100213,160282,157788,154957,159293,155327,1200,4400,7000,7300,0,8000,0,0,0,2,2,2,default
27386,male,university,1,47,100000,80452,78961,77855,76305,74147,72703,2944,2919,3000,3413,3352,2653,0,0,0,0,0,0,not default
27387,male,university,2,44,140000,92332,90432,89583,86901,85119,84371,3400,3351,3231,4126,3153,3046,0,0,0,0,0,2,default
27388,male,university,1,43,120000,2980,3868,2311,1021,2809,3972,0,2980,3868,2321,1021,2816,-1,-1,-1,-2,-1,-1,not default
27389,male,graduate school,2,37,360000,627,2107,-10,1070,513,-2,375,630,2117,0,1075,515,-1,-1,-1,-1,-1,1,not default
27390,male,graduate school,1,41,120000,105771,17421,58023,56542,54921,115467,4200,109000,1000,2800,2500,2000,-1,0,0,0,0,0,default
27391,male,graduate school,1,37,310000,6890,6834,6540,17152,5545,46916,5593,6890,10000,6559,17248,5545,-1,-1,-1,-1,-1,-1,not default
27392,male,graduate school,1,44,180000,13630,17884,15047,16564,12222,14787,15463,13630,17884,15053,17266,12898,-2,-2,-2,-2,-2,-2,not default
27393,male,university,1,46,160000,109245,106967,106467,114531,114956,116988,4200,4000,4000,4000,5555,4200,0,0,0,0,0,0,not default
27394,male,university,1,48,50000,18019,18825,41612,40892,40931,79262,700,1000,10000,1650,1880,3278,0,0,0,0,0,2,default
27395,male,university,1,40,300000,39902,35498,33059,30582,28048,25492,5000,5000,3000,3000,3000,3000,0,0,0,0,0,0,not default
27396,male,high school,1,43,500000,27068,37311,40712,44226,54997,57313,0,5000,4000,5005,5014,4060,0,0,0,0,0,0,not default
27397,male,university,1,39,230000,5400,991,1982,1982,16659,-430,0,5400,0,991,0,18675,-1,0,0,2,-1,1,not default
27398,male,high school,1,45,300000,780,780,390,780,390,836,0,0,780,0,780,390,0,-1,2,-1,-1,-1,not default
27399,male,university,2,41,180000,0,0,0,910,900,0,0,0,0,0,910,900,-2,-2,-2,-2,-2,-2,not default
27400,male,university,1,45,280000,1207,1207,1207,1207,1207,1207,1207,1207,1207,1207,1207,1207,-1,-1,-1,-1,-1,-1,not default
27401,male,high school,2,47,20000,3990,-10,-10,-10,4774,3897,2000,4000,0,0,0,1004,-1,-2,-2,0,0,-1,not default
27402,male,graduate school,1,37,360000,16935,13438,15987,14838,-1900,5225,1075,4514,5005,6036,18022,6,0,0,0,-1,-1,-1,not default
27403,male,university,3,37,20000,19299,17953,17085,19200,20302,19701,1000,2000,2000,2000,1500,2000,0,0,0,0,0,0,not default
27404,male,graduate school,1,35,250000,12606,2841,70507,84078,78906,70767,5000,10000,3000,10000,10000,10000,0,-1,0,0,0,0,not default
27405,male,graduate school,1,45,120000,123040,116885,118207,117106,117775,118287,0,10000,5000,6000,5700,5700,0,0,0,0,0,0,not default
27406,male,other,3,44,100000,27102,29420,30456,35464,39218,40199,3000,2000,976,1700,2005,0,0,0,0,0,2,2,not default
27407,male,high school,1,47,50000,16671,15928,15181,14722,13244,11752,1000,1000,1000,1000,2000,2000,0,0,2,0,0,0,not default
27408,male,high school,2,31,470000,1200,6655,6040,2272,2442,8748,0,1206,6688,6080,11,3500,-1,-1,-1,2,-1,-1,not default
27409,male,university,1,45,80000,7893,71637,2303,0,40000,10290,0,1796,71637,2303,0,40000,-1,-1,-1,-1,-1,-1,not default
27410,male,university,2,29,110000,30213,29442,28418,27682,31495,31327,5002,1400,1500,1500,1800,2000,0,0,0,0,0,0,not default
27411,male,university,2,30,280000,102181,130384,262720,273951,267238,261602,4000,10000,5182,8972,11075,10000,0,0,0,0,0,0,not default
27412,male,graduate school,1,37,200000,0,6062,0,1898,-8,3509,1534,0,6062,0,1906,0,-2,-2,-2,-2,-2,-2,not default
27413,male,high school,1,45,170000,36829,34894,34090,40937,40441,34778,2000,3000,2000,2000,5000,10000,0,0,0,0,0,-1,not default
27414,male,university,1,41,60000,8284,8062,47797,55839,56557,-1582,5000,1000,2500,5000,5011,59852,0,0,0,0,-1,1,not default
27415,male,university,1,36,180000,183394,179277,183117,183172,183112,184661,7000,7000,6411,7000,7000,7000,0,0,0,0,0,0,not default
27416,male,university,1,43,300000,0,0,0,0,0,0,0,0,0,0,0,0,-2,-2,-2,-2,-2,-2,default
27417,male,university,1,40,150000,0,0,150500,150145,145231,142326,0,0,0,3500,6114,4500,-2,0,0,0,0,0,default
27418,male,graduate school,2,39,210000,0,0,0,0,7615,28435,14263,0,0,0,0,7637,-2,-2,-2,-2,-2,-2,not default
27419,male,high school,2,37,50000,21155,20180,45661,53340,50797,20248,754,1300,2000,1424,3500,45535,0,0,0,0,0,-1,not default
27420,male,graduate school,1,45,50000,390,390,390,390,390,390,390,390,390,390,390,390,-1,-1,-1,-1,-1,-1,default
27421,male,university,1,35,300000,0,0,0,0,0,0,0,0,0,0,0,0,-2,-2,-2,-2,-2,-2,not default
27422,male,university,1,43,80000,27215,26516,61435,76792,78837,78726,1500,1500,1500,3000,3000,3000,0,0,0,0,0,0,not default
27423,male,university,2,31,170000,92593,120077,192082,116189,167929,172012,4500,5000,7125,6000,5000,168019,0,0,0,0,-1,0,not default
27424,male,high school,1,44,50000,10657,13638,13983,15816,17221,19951,405,387,535,1170,1253,1282,0,0,0,0,0,0,not default
27425,male,university,1,40,140000,101148,103929,139401,140725,138095,139282,3700,3653,3649,4861,5254,4945,0,0,0,0,0,0,default
27426,male,university,1,36,350000,32809,16666,16666,32597,16666,32596,526,32809,16666,1000,32597,1000,-1,-1,0,-1,0,0,default
27427,male,university,1,45,20000,-11610,-7220,-2830,2006,836,836,0,0,0,1441,2006,836,-2,-2,-1,-1,-1,-1,not default
27428,male,graduate school,2,32,170000,6271,0,0,0,0,2097,0,6271,0,0,0,0,-1,-2,-2,-2,2,2,default
27429,male,high school,2,40,20000,780,9620,9376,34964,18897,17613,0,1560,520,1276,1208,1590,-1,0,0,0,0,0,default
27430,male,university,1,44,240000,15852,15475,20298,19743,21643,23904,1000,1000,1000,1300,1400,1400,0,0,0,0,0,0,not default
27431,male,university,1,40,50000,19405,19600,25443,60032,28526,31852,1000,1500,1000,1500,2018,1600,0,0,0,0,0,0,default
27432,male,university,1,41,230000,174195,215968,216260,213058,305327,301038,5226,6549,8030,7757,7769,9405,0,0,0,0,0,0,default
27433,male,graduate school,1,35,100000,5323,10203,12016,2342,2975,3515,6,507,135,12021,3141,10,0,0,-1,-1,2,1,not default
27434,male,graduate school,2,45,300000,36352,38303,41513,40996,-2659,3016,1122,916,937,1752,43655,0,0,0,0,-1,-1,-1,not default
27435,male,university,1,42,90000,0,0,0,92400,90651,87104,0,0,0,0,4500,5000,-2,-2,0,0,0,0,default
27436,male,graduate school,2,32,210000,94731,96844,73219,73874,218317,218742,15000,4500,30000,5000,5000,10000,0,0,0,0,0,0,not default
27437,male,university,2,44,50000,8727,8362,8349,7333,6295,10101,500,500,300,1300,1300,1300,0,0,0,0,0,0,not default
27438,male,university,1,46,400000,128018,125687,123382,141712,98056,113125,5000,5000,5000,5000,128000,8000,0,0,0,0,0,0,not default
27439,male,graduate school,1,37,300000,7543,37191,27206,20477,22492,19954,13719,7543,177202,27206,20477,23348,-2,-1,-1,-2,-2,-2,not default
27440,male,graduate school,2,32,150000,136996,129080,132703,131426,128860,126115,5100,10200,0,4900,6100,6300,2,2,2,2,2,2,not default
27441,male,graduate school,1,35,500000,496801,508213,501496,167682,473584,510367,15009,14070,18089,508229,5872,24913,0,0,-1,0,0,2,default
27442,male,university,2,38,300000,390,390,390,780,780,0,540,390,390,0,0,1560,-1,-1,2,3,-1,1,default
27443,male,graduate school,1,45,300000,0,0,0,0,0,0,0,0,0,0,0,0,-2,-2,-2,-2,-2,1,not default
27444,male,graduate school,2,33,150000,1461,5132,6027,8969,891,6146,50289,1461,0,6027,8969,0,-1,0,-1,-1,2,-1,not default
27445,male,graduate school,2,32,410000,104837,101962,201941,199348,202511,198954,5000,5000,5000,9000,9000,7000,0,0,0,0,0,0,not default
27446,male,graduate school,2,33,80000,48969,49743,69708,79286,78259,77244,1900,2000,1729,3006,3593,3492,0,0,0,0,0,0,not default
27447,male,high school,2,33,50000,12930,14581,30266,30739,9745,8949,0,259,14840,2000,31117,1030,0,-1,0,-1,0,0,not default
27448,male,high school,2,33,140000,9386,0,3788,-27,473,500,722,9386,0,3815,0,473,-2,-2,-2,-2,-2,-2,not default
27449,male,university,1,33,150000,0,0,0,0,1533,1033,0,0,0,0,0,1550,-2,-2,-2,-1,-1,2,default
27450,male,graduate school,1,33,20000,19484,19254,19269,20298,20134,20276,500,903,662,1287,1326,1326,0,0,0,0,0,0,not default
27451,male,graduate school,2,33,200000,8314,1114,5908,12181,1964,12202,1114,8314,1114,2000,12181,4994,-1,-1,0,-1,-1,-1,not default
27452,male,university,2,42,110000,72234,69895,66409,74258,83483,80338,5000,3300,6000,3000,10000,5000,0,0,0,0,0,0,not default
27453,male,university,2,41,230000,218809,213420,229572,229250,229701,225043,9000,9000,9000,9000,11000,10000,0,0,0,0,0,2,default
27454,male,university,1,49,50000,19218,20323,18595,18209,17789,17371,1000,0,2000,1000,1000,1000,2,2,2,2,2,1,default
27455,male,university,2,49,50000,15479,14253,47084,46686,45915,47360,2000,2000,1000,2000,2200,0,0,0,0,0,2,1,not default
27456,male,graduate school,1,49,50000,12894,18544,6314,6910,-1032,25801,5028,5023,18596,88,9000,0,0,-1,2,-1,-1,-1,not default
27457,male,graduate school,1,50,310000,1287,1645,942,0,396,396,2077,1287,1645,942,0,396,-1,-1,-1,-1,-1,-1,not default
27458,male,university,1,49,10000,0,0,780,0,780,-20,0,0,0,780,0,800,-2,-1,-1,-1,-1,1,default
27459,male,high school,1,50,100000,72179,70451,72209,66924,64551,66204,3000,3000,0,7000,4000,0,2,3,2,2,3,2,not default
27460,male,university,1,50,700000,2913,733,5746,2131,2018,3528,2131,2917,733,5750,2131,2024,-2,-2,-2,-2,-2,-2,not default
27461,male,graduate school,1,50,330000,138,-12,988,-17,-17,-17,13,150,12,1005,0,0,-2,-2,-2,-2,-2,-2,not default
27462,male,university,1,46,300000,5738,7805,-10,-10,15393,1413,6554,28,7815,0,0,15480,0,-1,-2,-1,-1,-1,not default
27463,male,high school,1,49,500000,2786,192229,188805,230250,214726,260991,1543,3000,7714,20004,20132,7890,0,0,0,0,0,0,not default
27464,male,high school,1,51,10000,0,780,780,1170,950,0,0,0,0,0,1000,950,0,0,2,2,-1,1,not default
27465,male,high school,1,50,70000,29143,28931,38102,70004,70413,68725,1052,1050,1000,28931,2220,3220,0,0,0,0,0,0,not default
27466,male,university,1,50,110000,18367,18030,55926,54711,50928,-10682,2000,1000,2000,3000,5000,62000,0,0,0,0,-1,1,not default
27467,male,university,1,50,250000,1541,-494,-329,121786,182156,238215,0,2200,0,0,5000,9000,-1,-2,0,0,0,0,not default
27468,male,high school,1,50,550000,446605,501474,504929,494690,534289,491810,18169,0,35696,19067,0,51500,2,0,0,2,2,2,default
27469,male,graduate school,2,47,390000,6273,128,2582,0,0,898,0,6273,128,2582,0,0,-1,-1,-1,-2,-1,-1,not default
27470,male,other,2,51,100000,96045,101044,98893,97937,101658,104264,3401,3298,3611,3952,4134,0,0,0,0,0,2,2,not default
27471,male,university,1,47,20000,19046,19022,19034,18600,17917,17305,600,606,570,1192,1368,1295,0,0,0,0,0,2,default
27472,male,university,1,50,360000,0,9564,10527,-229,256171,221855,0,0,5035,10756,0,46000,0,0,-1,0,0,0,not default
27473,male,university,1,50,60000,12710,14458,18041,9588,13989,7888,2828,5029,4016,18064,9700,14026,0,0,-1,-1,-1,-1,not default
27474,male,university,1,51,150000,24688,25229,24882,17491,16736,17307,1987,0,1051,7720,1329,0,2,2,0,0,2,2,default
27475,male,high school,1,49,360000,110141,111274,114908,136109,153458,170792,4724,3899,3890,4664,5365,5729,0,0,0,0,0,0,not default
27476,male,graduate school,2,49,50000,10400,10025,9182,50723,49686,48960,0,600,1000,1157,2292,2255,0,0,0,0,0,0,not default
27477,male,graduate school,1,50,170000,163364,162808,160628,159029,155698,152495,9300,3300,6300,5700,7300,7200,2,2,2,2,2,1,not default
27478,male,university,1,51,300000,218101,214691,204116,198422,193548,198235,10000,7000,15500,9000,8000,0,2,0,0,0,2,1,not default
27479,male,high school,2,51,150000,4703,4108,2465,2651,3146,3958,4708,4703,4116,2472,2659,3146,-1,-1,-1,-1,-1,-1,not default
27480,male,high school,1,51,300000,-10,2402,2155,-13,-13,1236,0,0,2421,2168,0,0,-2,-2,-2,-2,-2,-2,not default
27481,male,graduate school,1,57,500000,28935,15662,16561,8340,29914,18726,10000,28935,15701,16561,8340,29914,-2,-2,-2,-2,-2,-2,not default
27482,male,university,2,57,160000,600,-1,-1,-1,-1,-1,0,601,0,0,0,0,-1,-2,-2,-2,-2,-2,default
27483,male,graduate school,2,54,50000,15083,7693,6279,10184,10474,9159,2000,1000,1500,1000,1508,1500,0,0,0,0,0,2,not default
27484,male,high school,2,56,10000,7777,7258,6711,6101,8570,10156,2000,2000,2000,2000,1500,0,0,0,0,0,2,2,not default
27485,male,high school,1,54,100000,88745,86803,85924,88223,83154,81507,3420,3500,3200,0,7300,3900,2,2,3,2,2,2,default
27486,male,graduate school,1,58,300000,169250,165556,156171,160242,158230,148265,6500,6500,12000,0,6000,14000,2,2,2,2,2,2,default
27487,male,university,1,57,30000,29285,28795,27831,27512,26241,24911,0,1100,1200,1240,2000,1750,0,0,0,0,0,0,default
27488,male,graduate school,2,52,90000,27751,27535,48730,87106,91656,91671,3000,1000,3000,2000,5110,4508,0,0,0,0,0,0,not default
27489,male,high school,2,53,30000,29506,28902,28307,27422,26328,29683,1451,1006,1000,1405,1520,1426,0,0,0,0,0,0,not default
27490,male,high school,1,53,140000,86556,84861,83927,81607,135889,133167,3500,3504,3500,4000,3000,5400,0,0,0,0,0,0,not default
27491,male,graduate school,2,53,50000,18720,18336,50032,49793,50463,49512,686,666,643,1300,2061,1771,0,0,0,0,0,0,not default
27492,male,other,1,53,100000,0,200000,196000,192080,188238,184438,0,0,4000,3920,3842,3800,0,0,0,0,0,0,not default
27493,male,university,1,49,30000,27729,29472,29923,30107,28853,29707,2000,4000,2000,4000,3000,2000,0,0,0,0,0,0,not default
27494,male,high school,1,51,160000,1012,743,-5513,-1801,4338,4042,1000,1050,6256,0,0,1000,-1,-1,-2,0,0,0,default
27495,male,high school,1,57,10000,9295,9233,9533,9356,6952,7525,1000,360,0,477,2680,1276,0,2,2,0,0,0,not default
27496,male,university,1,57,170000,396,396,792,396,-2604,792,396,396,0,792,3396,0,-1,0,-1,-1,-1,-1,default
27497,male,graduate school,1,48,50000,2875,22647,25869,48078,49267,48096,104,250,100,1600,2000,2300,0,0,0,0,0,0,not default
27498,male,high school,1,53,500000,2977,1319,-4,-4,546,5008,8,3000,1323,0,0,1,-1,-1,-2,2,2,-1,not default
27499,male,high school,1,55,500000,91382,125936,145482,334227,512526,613860,100000,4000,4000,4500,11000,37300,0,0,0,0,0,2,default
27500,male,university,1,59,20000,8650,7930,8208,8486,7759,6015,0,1000,0,0,1000,2000,2,2,3,3,2,3,default
27501,male,university,1,52,20000,0,14821,19283,18546,17368,16361,0,0,296,1200,1463,1285,0,0,0,0,0,0,not default
27502,male,other,1,54,80000,17643,26210,29296,62290,61808,61454,348,542,2232,1336,2208,2545,0,0,0,0,0,0,default
27503,male,graduate school,1,58,500000,264,264,64133,64610,63099,65005,4709,264,264,1312,2787,0,-1,-1,0,0,2,1,not default
27504,male,high school,2,62,20000,18929,18541,19331,18343,17314,16303,744,686,663,1303,1315,1286,0,0,0,0,0,0,not default
27505,male,university,2,56,190000,67958,68156,67864,66984,85715,105046,3000,2595,2405,2411,2458,2777,0,0,0,0,0,0,not default
27506,male,university,2,59,160000,66574,69753,75088,83764,85764,86249,3000,3000,2500,4014,4214,5000,0,0,0,0,0,0,not default
27507,male,graduate school,2,51,170000,129222,137030,180389,189067,195038,201851,5142,4239,4309,5573,7509,6873,0,0,0,0,0,0,default
27508,male,university,1,54,80000,49762,50209,79938,77980,77652,80449,3000,1810,1750,5000,3075,2779,0,0,0,0,0,0,default
27509,male,university,1,57,180000,129128,128562,127051,177694,177183,182329,5000,10000,5000,5000,7000,9000,0,0,0,0,0,0,not default
27510,male,high school,2,51,50000,15786,15810,18834,32617,48695,51264,1455,366,0,1724,1510,68,0,0,0,0,2,2,default
27511,male,university,2,62,70000,74937,79359,86494,95609,103834,112202,2511,2150,0,0,0,0,0,2,3,4,5,6,not default
27512,male,university,1,55,20000,14557,14938,13392,12374,12871,10301,4859,0,1777,1231,0,2750,2,0,0,2,0,0,default
27513,male,university,1,48,330000,21183,41945,60841,10151,12663,933,115647,1183,1945,62619,10183,12701,0,0,-1,-1,-1,-1,not default
27514,male,high school,1,57,330000,256,220,784,248,262,3524,200,300,300,800,250,300,-2,-2,-2,-2,-2,-2,not default
